-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN
33.5,-5.5,2025,6,5.08
33.5,-4.5,2025,6,5.54
33.5,-3.5,2025,6,7.1
33.5,-2.5,2025,6,6.62
33.5,-1.5,2025,6,7.47
34.5,-9.5,2025,6,10.37
34.5,-8.5,2025,6,10.7
34.5,-7.5,2025,6,10.3
34.5,-6.5,2025,6,9.89
34.5,-5.5,2025,6,7.13
34.5,-4.5,2025,6,3.88
34.5,-3.5,2025,6,5.71
34.5,-2.5,2025,6,4.59
34.5,-1.5,2025,6,5.05
35.5,-9.5,2025,6,9.38
35.5,-8.5,2025,6,10.4
35.5,-7.5,2025,6,9.77
35.5,-6.5,2025,6,9.24
35.5,-5.5,2025,6,8.61
35.5,-4.5,2025,6,8.49
35.5,-3.5,2025,6,7.13
35.5,-2.5,2025,6,6.47
35.5,-1.5,2025,6,5.44
27.5,-9.5,2025,7,16.24
27.5,-8.5,2025,7,16.21
27.5,-7.5,2025,7,16.01
27.5,-6.5,2025,7,15.87
27.5,-5.5,2025,7,16.02
27.5,-4.5,2025,7,16.12
27.5,-3.5,2025,7,16.05
27.5,-2.5,2025,7,16.35
27.5,-1.5,2025,7,16.42
28.5,-9.5,2025,7,15.83
28.5,-8.5,2025,7,15.8
28.5,-7.5,2025,7,15.62
28.5,-6.5,2025,7,15.31
28.5,-5.5,2025,7,15.28
28.5,-4.5,2025,7,15.56
28.5,-3.5,2025,7,15.48
28.5,-2.5,2025,7,15.77
28.5,-1.5,2025,7,15.85
29.5,-9.5,2025,7,15.65
29.5,-8.5,2025,7,15.58
29.5,-7.5,2025,7,15.4
29.5,-6.5,2025,7,15.36
29.5,-5.5,2025,7,15.43
29.5,-4.5,2025,7,15.5
29.5,-3.5,2025,7,15.41
29.5,-2.5,2025,7,15.44
29.5,-1.5,2025,7,15.61
30.5,-9.5,2025,7,14.92
30.5,-8.5,2025,7,15.33
30.5,-7.5,2025,7,15.47
30.5,-6.5,2025,7,15.33
30.5,-5.5,2025,7,15.2
30.5,-4.5,2025,7,15.17
30.5,-3.5,2025,7,15.24
30.5,-2.5,2025,7,15.0
30.5,-1.5,2025,7,15.27
31.5,-9.5,2025,7,14.38
31.5,-8.5,2025,7,13.72
31.5,-7.5,2025,7,14.48
31.5,-6.5,2025,7,15.04
31.5,-5.5,2025,7,14.64
31.5,-4.5,2025,7,14.86
31.5,-3.5,2025,7,15.03
31.5,-2.5,2025,7,14.45
31.5,-1.5,2025,7,14.1
32.5,-9.5,2025,7,13.45
32.5,-8.5,2025,7,13.76
32.5,-7.5,2025,7,13.7
32.5,-6.5,2025,7,14.09
32.5,-5.5,2025,7,14.26
32.5,-4.5,2025,7,14.23
32.5,-3.5,2025,7,14.19
32.5,-2.5,2025,7,14.34
32.5,-1.5,2025,7,14.13
33.5,-9.5,2025,7,12.72
33.5,-8.5,2025,7,12.66
33.5,-7.5,2025,7,12.94
33.5,-6.5,2025,7,13.2
33.5,-5.5,2025,7,13.61
33.5,-4.5,2025,7,13.33
33.5,-3.5,2025,7,13.55
33.5,-2.5,2025,7,13.55
33.5,-1.5,2025,7,11.92
34.5,-9.5,2025,7,12.21
34.5,-8.5,2025,7,12.2
34.5,-7.5,2025,7,12.1
34.5,-6.5,2025,7,11.94
34.5,-5.5,2025,7,11.98
34.5,-4.5,2025,7,12.36
34.5,-3.5,2025,7,12.72
34.5,-2.5,2025,7,11.8
34.5,-1.5,2025,7,10.1
35.5,-9.5,2025,7,11.28
35.5,-8.5,2025,7,11.51
35.5,-7.5,2025,7,11.47
35.5,-6.5,2025,7,11.38
35.5,-5.5,2025,7,11.67
35.5,-4.5,2025,7,11.48
35.5,-3.5,2025,7,11.32
35.5,-2.5,2025,7,11.25
35.5,-1.5,2025,7,11.04
27.5,-9.5,2025,8,16.0
27.5,-8.5,2025,8,15.83
27.5,-7.5,2025,8,16.15
27.5,-6.5,2025,8,16.56
27.5,-5.5,2025,8,16.67
